S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
165,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BLACKBERRY GSM SMART PHONE,9320(REW71UW),RESEARCH IN MOTION (BLACKBERRY)
166,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BLACKBERRY MOBILE PHONE,9700 RCM71 CW,RESEARCH IN MOTION LIMITED(RIM)
167,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO DUAL GSM MOBILE PHONE,A369I,LENOVO MOBILE COMMUNICATION TECHNOLOGY LIMITED
168,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,LENOVO MOBILE PHONE,A516(MID 51600030),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
169,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,LENOVO MOBILE PHONE,A526(MID 52600010),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
170,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMARTPHONES,HTC PG 41100(FLYER 3G-TABLET),HTC CORPORATION
171,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMARTPHONES,HTC PG 58130 (SENSATION),HTC CORPORATION
172,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMARTPHONES,HTC PG 76100(WILDFIRE S),HTC CORPORATION
173,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMARTPHONES,HTC PG 88100 (DESIRE S),HTC CORPORATION
174,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMARTPHONES,HTC PH 06110(CHA-CHA),HTC CORPORATION
175,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMART PHONES,IS(PJ40100),HTC
176,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMART PHONES,IV(PJ46100),HTC
177,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,HTC SMART PHONES,IX(PK76100),HTC
178,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,GSM MOBILE PHONE,LENOVO A316I,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
179,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,GSM\WCDMA MOBILE SMARTPHONE,LENOVO A680(MID 68000030),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
180,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVA SMARTPHONE,LENOVO A850(MODEL 85000030),LENOVO MOBILE COMMUNICATION TECHNOLOGY LIMITED
181,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,GSM MOBILE PHONE,LENOVO A859,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
182,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BLACKBERRY 10 SMART PHONE,RFG81UW,RESEARCH IN MOTION
183,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,RESEARCH IN MOTION LIMITED,BLACKBERRY 9720 MOBILE PHONE,RFU81UW,RESEARCH IN MOTION LTD
184,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BLACKBERRY P'9983 MOBILE PHONE,RHB121LW,BLACKBERRY LTD.
185,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHSTAR AFRICA TELCOM SOLUTIONS (PTY) LTD,UMI BRANDED MOBILE PHONE,ROME X,UMI NETWORK TECHNOLOGY CO. LIMITED
186,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO DUAL GSM MOBILE PHONE,S650,LENOVO MOBILE COMMUNICATION TECHNOLOGY LIMITED
187,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,LENOVO GSM MOBILE PHONE,S660(MID 66000032),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
188,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD,LENOVO GSM MOBILE PHONE,S850(MID 85000010),LENOVO PC HK LIMITED
189,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.,LENOVO MOBILE PHONE,S860(MID 93000030),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD.
190,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO DUAL GSM MOBILE PHONE,S930,LENOVO MOBILE COMMUNICATION TECHNOLOGY LIMITED
191,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,GSM/WCDMA SMARTPHONE,S960,LENOVO MOBILE COMMUNICATION TECHNOLOGY LIMITED
192,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,RESEARCH IN MOTION LIMITED,BLACKBERRY Z30 MOBILE PHONE,STA100-2_RFW121LW,RESEARH IN MOTION LTD
193,BRIGHTSTAR AFRICA TELECOM(PTY) SOLUTIONS LTD,LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD,GSM/WCDMA SMARTPHONE,Z3(STJ100-1),LENOVO MOBILE COMMUNICATION TECHNOLOGY LTD
194,BUREAU VERITAS CONSUMER PRODUCTS (HK),ASUSTEK COMPUTER INC,ZENFONE3,ASUS_Z017D,ASUSTEK COMPUTER INC
195,CALCARE DEVELOPMENT NIG LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,MOBILE PHONE,"ITEL L6002P (POUVOIR 3PLUS), TECNO LB8 (S15 PRO)",TECNO TECHNOLOGY SHENZHEN CO. LTD
196,CARLCARE DEVELOPMENNT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,INFINIX MOBILE PHONE,INFINIX NOTE 10 ( X693),TECNO TECHNOLOGY SHENZHEN CO. LTD
197,CARLCARE DEVELOPMENNT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,ITEL MOBILE PHONE,ITEL A17( W5006X),TECNO TECHNOLOGY SHENZHEN CO. LTD
198,CARLCARE DEVELOPMENNT NIGERIA LIMITED,"SHENZHEN TECNO TECHNOLOGY CO.,LTD.",TECNO MOBILE PHONE,T485,"SHENZHEN TECNO TECHNOLOGY CO.,LTD."
199,CARLCARE DEVELOPMENNT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO CAMON 17 ( CG6J),TECNO TECHNOLOGY SHENZHEN CO. LTD
200,CARLCARE DEVELOPMENNT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO POP 5(BD2),TECNO TECHNOLOGY SHENZHEN CO. LTD
201,CARLCARE DEVELOPMENNT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO. LTD,TECNO MOBILE PHONE,TECNO SPARK 7P( KF7J),TECNO TECHNOLOGY SHENZHEN CO. LTD
202,CARLCARE DEVELOPMENNT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,W6004 (A56),TECNO TECHNOLOGY SHENZHEN CO. LTD
203,Carlcare Developmennt Nigeria Limited,Carlcare Developmennt Nigeria Limited,Itel Mobile Phone,W6004 (A56),Tecno Technology Shenzhen Co. Ltd
204,CARLCARE DEVELOPMENT NIGERIA,CARLCARE DEVELOPMENT NIGERIA,TECNO MOBILE PHONES,T371 AND WX3,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
205,CARLCARE DEVELOPMENT NIGERIA,CARLCARE DEVELOPMENT NIGERIA,ITEL MOBILE PHONE,ITEL 5618,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
206,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA,TECNO MOBILE PHONES,"CX AIR, A51",TECNO TECHNOLOGY (SHENZHEN) CO. LTD
207,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POWER,VILLAON V11,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
208,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL GSM MOBILE PHONE,A11,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
209,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL GSM MOBILE PHONE,A12,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
210,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,A23,TECNO TECHNOLOGY SHENZHEN CO LTD
211,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A33 PLUS,A509WM,TECNO TECHNOLOGY SHENZHEN CO LTD
212,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A33 PLUS MOBILE PHONE,A509WP,TECNO TECHNOLOGY SHENZHEN CO LTD
213,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A16 PLUS MOBILE PHONE,A510W,TECNO TECHNOLOGY SHENZHEN CO LTD
214,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A18 MOBILE PHONE,A512W,TECNO TECHNOLOGY SHENZHEN CO LTD
215,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P17 PRO MOBILE PHONE,A551L,TECNO TECHNOLOGY SHENZHEN CO LIMITED
216,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A37 MOBILE PHONE,A571W,TECNO TECHNOLOGY SHENZHEN CO LTD
217,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A37 MOBILE PHONE,A571WM,TECNO TECHNOLOGY SHENZHEN CO LTD
218,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A58 LITE,A631W,TECNO TECHNOLOGY SHENZHEN CO LTD
219,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A58 MOBILE PHONE,A661W,TECNO TECHNOLOGY SHENZHEN CO LIMITED
220,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL A58 PRO,A661WP,TECNO TECHNOLOGY SHENZHEN CO LIMITED
221,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO PHANTOM X MOBILE PHONE,AC8,TECNO TECHNOLOGY SHENZHEN CO LTD
222,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 2F MOBILE PHONE,B1G,TECNO TECHNOLOGY SHENZHEN CO LTD
223,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 4 AIR MOBILE PHONE,BC1,TECNO TECHNOLOGY SHENZHEN CO LTD
224,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,BC2,TECNO TECHNOLOGY SHENZHEN CO LTD
225,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE (POP 4),BC2C,TECNO TECHNOLOGY SHENZHEN CO LTD
226,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE,BC3,TECNO TECHNOLOGY SHENZHEN CO LTD
227,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 5 MOBILE PHONE,BD2D,TECNO TECHNOLOGY SHENZHEN CO LTD
228,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 5 MOBILE PHONE,BD2P,TECNO TECHNOLOGY SHENZHEN CO LTD
229,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO POP 5P MOBILE PHONE,BD3,TECNO TECHNOLOGY SHENZHEN CO LTD
230,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 5 PRO MOBILE PHONE,BD4H,TECNO TECHNOLOGY SHENZHEN CO LTD
231,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 5 PRO MOBILE PHONE,BD4J,TECNO TECHNOLOGY SHENZHEN CO LIMITED
232,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 6 GO MOBILE PHONE,BE6,TECNO TECHNOLOGY SHENZHEN CO LTD
233,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 6 GO 4G MOBILE PHONE,BE6J,TECNO TECHNOLOGY SHENZHEN CO LTD
234,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 6 MOBILE PHONE,BE7,TECNO TECHNOLOGY SHENZHEN CO LTD
235,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 6 PRO MOBILE PHONE,BE8,TECNO TECHNOLOGY SHENZHEN CO LTD
236,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POP 6 PRO MOBILE PHONE,BE8I,TECNO TECHNOLOGY SHENZHEN CO LTD
237,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 15 MOBILE PHONE,CD6,TECNO TECHNOLOGY SHENZHEN CO LTD
238,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 16S MOBILE PHONE,CD6J,TECNO TECHNOLOGY SHENZHEN CO LTD
239,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,CD8,TECNO TECHNOLOGY SHENZHEN CO LTD
240,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 16 MOBILE PHONE,CE7J,TECNO TECHNOLOGY SHENZHEN CO LTD
241,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE,CE8,TECNO TECHNOLOGY SHENZHEN CO LTD
242,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE,CE9,TECNO TECHNOLOGY SHENZHEN CO LTD
243,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 17 MOBILE PHONE,CG6,TECNO TECHNOLOGY SHENZHEN CO LTD
244,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 17P MOBILE PHONE,CG7,TECNO TECHNOLOGY SHENZHEN CO LTD
245,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO CAMON 17 PRO MOBILE PHONE,CG8,TECNO TECHNOLOGY SHENZHEN CO LTD
246,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO CAMON 18 MOBILE PHONE,CH6,TECNO TECHNOLOGY SHENZHEN CO LTD
247,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO CAMON 18 PREMIER MOBILE PHONE,CH9,TECNO TECHNOLOGY SHENZHEN CO LTD
248,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 19 MOBILE PHONE,CI6,TECNO TECHNOLOGY SHENZHEN CO LTD
249,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 19 PRO 5G MOBILE PHONE,CI7N,TECNO TECHNOLOGY SHENZHEN CO LTD
250,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO CAMON 19 PRO MOBILE PHONE,CI8,TECNO TECHNOLOGY SHENZHEN CO LTD
251,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,Tecno Mobile Phones,"CX Air, A51",Tecno Technology (Shenzhen) Co. Ltd
252,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL POWER 900 MOBILE PHONE,CX01,TECNO TECHNOLOGY SHENZHEN CO LTD
253,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX GSM MOBILE CELLULAR PHONE,HOT5 LITE X559,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
254,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX GSM MOBILE CELLULAR PHONE,HOT5 X559C,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
255,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX MOBILE PHONE,INFINIX NOTE 4 (X572),SHENZHEN TECNO TECHNOLOGY CO. LIMITED
256,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TELECOMS LIMITED,INFINIX MOBILE PHONE,INFINIX S2 (X522),TECNO TECHNOLOGY (SHENZHEN) CO. LTD
257,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX MOBILE PHONE,INFINIX SMART (X5010),SHENZHEN TECNO TECHNOLOGY CO. LIMITED
258,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,INFINIX SMART HD 2021 (X612),TECNO TECHNOLOGY SHENZHEN CO LTD
259,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,INFINIX GSM MOBILE CELLULAR PHONE,"INFINIX ZERO 5 (X603), INFINIX ZERO 5 PRO (X603B)",SHENZHEN TECNO TECHNOLOGY CO. LIMITED
260,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA,TECNO MOBILE PHONES,"IT2150,IT5330, IT7100",TECNO TECHNOLOGY (SHENZHEN) CO. LTD
261,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,IT2173,TECNO TECHNOLOGY SHENZENCO LTD
262,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL IT2173 MOBILE PHONE,IT2173N,TECNO TECHNOLOGY SHENZHEN CO LIMITED
263,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,IT2192T,TECNO TECHNOLOGY SHENZHEN CO LTD
264,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL GSM MOBILE PHONE,"IT5070, A31",SHENZHEN TECNO TECHNOLOGY CO. LIMITED
265,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL IT5081 MOBILE PHONE,IT5081N,TECNO TECHNOLOGY SHENZHEN CO LIMITED
266,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,IT5250,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
267,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,ITEL MOBILE PHONE,IT5360,TECNO TECHNOLOGY SHENZHEN CO LTD
268,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL MOBILE PHONE,IT5603,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
269,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,IT5618,TECNO TECHNOLOGY SHENZHEN CO LTD
270,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL IT5621 MOBILE PHONE,IT5621N,TECNO TECHNOLOGY SHENZHEN CO LTD
271,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL GSM MOBILE PHONE,IT5625,SHENZHEN TECNO TECHNOLOGY CO. LIMITED
272,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,IT5626,TECNO TECHNOLOGY SHENZHEN CO LTD
273,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL IT5626,IT5626N,TECNO TECHNOLOGY SHENZHEN CO LTD
274,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,ITEL 5260,TECNO TECHNOLOGY SHENZHEN CO LTD
275,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,Tecno Mobile Phone,K8,Shenzhen Tecno Technology Co. Limited
276,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO PHONES,"K9, ITEL IT5630",SHENZHEN TECNO TECHNOLOGY CO. LIMITED
277,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO TECHNOLOGY SHENZHEN CO LTD,TECNO SPARK 5 AIR MOBILE PHONE,KD6,TECNO TECHNOLOGY SHENZHEN CO LTD
278,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,KD6A,TECNO TECHNOLOGY SHENZHEN CO LTD
279,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE (SPARK 5 PRO),KD7,TECNO TECHNOLOGY SHENZHEN CO LTD
280,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK GO 2020 MOBILE PHONE,KE5,TECNO TECHNOLOGY SHENZHEN CO LTD
281,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO MOBILE PHONE (SPARK 6),KE7,TECNO TECHNOLOGY SHENZHEN CO LTD
282,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 7 MOBILE PHONE,KF6H,TECNO TECHNOLOGY SHENZHEN CO LTD
283,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 8C MOBILE PHONE,KG5J,TECNO TECHNOLOGY SHENZHEN CO LTD
284,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 9 MOBILE PHONE,KG5P,TECNO TECHNOLOGY SHENZHEN CO LTD
285,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 9T MOBILE PHONE,KH6,TECNO TECHNOLOGY SHENZHEN CO LTD
286,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 9 PRO MOBILE PHONE,KH7,TECNO TECHNOLOGY SHENZHEN CO LTD
287,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO SPARK 9 PRO MOBILE PHONE,KH7H,TECNO TECHNOLOGY SHENZHEN CO LTD
288,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,MOBILE PHONE,L6004,TECNO TECHNOLOGY SHENZHEN CO LTD
289,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL P36 PRO MOBILE PHONE,L6501,TECNO TECHNOLOGY SHENZHEN CO LTD
290,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,ITEL S16 PRO 4G MOBILE PHONE,L6503,TECNO TECHNOLOGY SHENZHEN CO LTD
291,CARLCARE DEVELOPMENT NIGERIA LIMITED,CARLCARE DEVELOPMENT NIGERIA LIMITED,TECNO POWER,L9,TECNO TECHNOLOGY (SHENZHEN) CO. LTD
