S/N,APPLICANT NAME,CERTIFICATE HOLDER,EQUIPMENT NAME,MODELS,MANUFACTURER
3055,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei HSDPA USB Stick,E1750,"Huawei Technologies Co., Ltd, China"
3056,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei HSDPA USB Modem,E2010,"Huawei Technologies Co., Ltd, China"
3057,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,3G HSDPA USB Modem,E220,"Huawei Technologies Co., Ltd, China"
3058,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Modem,E303,"Huawei Technologies Co., Ltd, China"
3059,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Modem HSPA USB Stick,E303h-1 HSPA USB Stick,"Huawei Technologies Co., Ltd, China"
3060,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei (Data Card),E3131,"Huawei Technologies Co., Ltd, China"
3061,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei WiFi GSM Modem,E3251,"Huawei Technologies Co., Ltd, China"
3062,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei LTE GSM Modem,E3276s-920,"Huawei Technologies Co., Ltd, China"
3063,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei LTE CPE router,E5172Bs-925,"Huawei Technologies Co., Ltd, China"
3064,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei LTE Router CPE,E5172s-920,"Huawei Technologies Co., Ltd, China"
3065,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Modem(Wi-Fi),E5220,"Huawei Technologies Co., Ltd, China"
3066,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei LTE GSM Wi-Fi Router,E5776s-60,"Huawei Technologies Co., Ltd, China"
3067,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei USB HSPA Modem,E5808,"Huawei Technologies Co., Ltd, China"
3068,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Wireless Modem,E5830,"Huawei Technologies Co., Ltd, China"
3069,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Wireless Modem,E5830S,"Huawei Technologies Co., Ltd, China"
3070,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Mobile Router,E586,"Huawei Technologies Co., Ltd, China"
3071,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei GSM Modem,E587,"Huawei Technologies Co., Ltd, China"
3072,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,3G HSDPA Data Card,E630,"Huawei Technologies Co., Ltd, China"
3073,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Wireless Data Card E800,E800,"Huawei Technologies Co., Ltd, China"
3074,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei High Speed Data Packet Access Modem,E870,"Huawei Technologies Co., Ltd, China"
3075,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Modem,EC 179,"Huawei Technologies Co., Ltd, China"
3076,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei USB Modem,EC168,"Huawei Technologies Co., Ltd, China"
3077,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei CDMA USB Dongle,EC176,"Huawei Technologies Co., Ltd, China"
3078,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,CDMA Mobile Modems,"EC226, EC325, EC321","Huawei Technologies Co., Ltd, China"
3079,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei CDMA 1x EVDO Rev.B USB Slider Modem,EC367-2,"Huawei Technologies Co., Ltd, China"
3080,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Mobile WiFi,EC5321,"Huawei Technologies Co., Ltd, China"
3081,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI EVDO CARD,EC5805,"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3082,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei EG 162G EDGE USB Stick,EG162G,"Huawei Technologies Co., Ltd, China"
3083,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI (FWT),ETS 2552,"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3084,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI (FWT),ETS 2558,"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3085,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Fixed Wireless Terminal,ETS 3125i FWT,"Huawei Technologies Co., Ltd, China"
3086,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI ETS 2555 CDMA FIXED WIRELESS TERMINAL,ETS2555 (CDMA),"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3087,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Terminal Equipment,FP2255,"Huawei Technologies Co., Ltd, China"
3088,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TERMINAL,G3610,"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3089,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Core Network Equipment,"GGSN 9811, NAU","Huawei Technologies Co., Ltd, China"
3090,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Assymetric Digital Subscriber Line,HG520c,"Huawei Technologies Co., Ltd, China"
3091,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,HSS 9860 ( Home Subsciber Server),HSS9860,"Huawei Technologies Co., Ltd, China"
3092,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,IN,"IN (SCP, SMS, SSP/IP, SCE, AIP, SMSC)","Huawei Technologies Co., Ltd, China"
3093,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,IN,"InfoX Mobile Data Service System (WAP Gateway, MMSC, ITELLIN","Huawei Technologies Co., Ltd, China"
3094,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,LTE DBS 3900 (Distribution base station),LTE DBS 3900 TDD,"Huawei Technologies Co., Ltd, China"
3095,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,M2000,M2000,"Huawei Technologies Co., Ltd, China"
3096,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Fibre-To-The-X (FTTX),MA5600T,"Huawei Technologies Co., Ltd, China"
3097,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,SmartAX ADSL Router,MT880,"Huawei Technologies Co., Ltd, China"
3098,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Data Communications Equipment(NetEngine 80E Universal Service Router),N80E,"Huawei Technologies Co., Ltd, China"
3099,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Data Communications Equipment(NetEngine 40E & Universal Service Router),"NE40E-X16, NE40E-8, NE40E-X8 & NE40E-X3","Huawei Technologies Co., Ltd, China"
3100,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,NetEngine 5000E Universal Service Router,NE5000E,"Huawei Technologies Co., Ltd, China"
3101,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Optics System,OptiX SDH System,"Huawei Technologies Co., Ltd, China"
3102,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Intelligent Optical Switching Network System,"OSN 8800, OSN 6800, OSN 7500 & OSN 500","Huawei Technologies Co., Ltd, China"
3103,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Packet Transportation Platform,"PTN 910, PTN 912, PTN 950, PTN 1900 & PTN 3900","Huawei Technologies Co., Ltd, China"
3104,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Optix RTN 600 Radio Transmission System USB Modem,RTN 600,"Huawei Technologies Co., Ltd, China"
3105,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Integrated Radio Transmission Equipment,RTN 605 & RTN 620,"Huawei Technologies Co., Ltd, China"
3106,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Integrated Radio Transmission Equipment,RTN 910 & RTN 950,"Huawei Technologies Co., Ltd, China"
3107,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,MedisPad 10 Link,S10-201U,"Huawei Technologies Co., Ltd, China"
3108,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Data Communications Equipment(Quidway S2300 Series Ethernet Switches),"S2309TP-S1/E1, S2309TP-PWR-E1, S2318TP-S1/E1, S2326TP-PWR-E1 & S2352P-E1","Huawei Technologies Co., Ltd, China"
3109,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Data Communications Equipment(Quidway S3300 Series Ethernet Switches),"S3328TP-S1/E1, S3328TP-PWR-E1, S3328TP-E1-24S, S3352-S1-E1, S3352P-PWR-E1, S3352P-E1-24S & S3352P-E1-48S","Huawei Technologies Co., Ltd, China"
3110,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Quidway S5300 Series Ethernet Switches,"S5324TP-S1, S5324TP-PWR-S1, S5348TP-S1/PWR-S1, S5328C-S1/PWR-S1 & S5352-S1/PWR-S1","Huawei Technologies Co., Ltd, China"
3111,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI TECHNOLOGIES COMPANY NIGERIA LTD,HUAWEI IDEOS S7 SLIM TABLET,S7-201U,"HUAWEI TECHNOLOGIES CO., LTD, CHINA"
3112,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Quidway S9300 Series Terabit Routing Switches,"S9303, S9306 & S9312","Huawei Technologies Co., Ltd, China"
3113,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,"GPRS (PCU, SGSN, GGSN, CG)","SGSN 9810, SGSN 35, PCU and GN 9812","Huawei Technologies Co., Ltd, China"
3114,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Security Equipment,"SIG 9800, Eudemon 8080E & Eudemon 200E","Huawei Technologies Co., Ltd, China"
3115,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Mobile WiFi,U8185,"Huawei Technologies Co., Ltd, China"
3116,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,UGW 9811 (Unifiled Gateway) Upgraded Version,UGW9811,"Huawei Technologies Co., Ltd, China"
3117,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,USN 9810 (Unifiled Service Node)Upgraded Version,USN 9810,"Huawei Technologies Co., Ltd, China"
3118,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Wimax Equipment,WASN-GW 9770,"Huawei Technologies Co., Ltd, China"
3119,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei HSPA USBModem,E3531s-1,"Huawei Techologies Co. Ltd, China"
3120,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei HSPA Wing WiFi,E8231s-1,"Huawei Techologies Co. Ltd, China"
3121,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,ZYXEL WiMax Outdoor Customer Premises,HES-319M,Zyxel Communications
3122,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company (Nigeria) Limited,Echolife GPON Terminal (Optical Network,Echolife HG8245,Huawei Technologies Co. Ltd
3123,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company (Nigeria) Limited,Eudermon Security gateway(Firewall),Eudemon 1000E,Huawei Technologies Co. Ltd
3124,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company (Nigeria) Limited,Huawei Router,Netengine8000 M14,Huawei Technologies Co. Ltd
3125,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company (Nigeria) Limited,Pico Remote Radio Unit,pRRU5918,Huawei Technologies Co. Ltd
3126,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company (Nigeria) Limited,Remote Radio Unit,RRU3971,Huawei Technologies Co. Ltd
3127,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Active Antenna Unit,AAU5613,"Huawei Technologies Co. Ltd,China"
3128,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Advanced Power Module with Heat Extractor,APM 5930,"Huawei Technologies Co. Ltd,China"
3129,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Multi-service Access Equipment,ATN 910 | ATN 950 | ATN 980,"Huawei Technologies Co. Ltd,China"
3130,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Mobile Wi-Fi,B310s-22,"Huawei Technologies Co. Ltd,China"
3131,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Mobile Wireless Gateway,"B68A-24, B68L-25","Huawei Technologies Co. Ltd,China"
3132,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Cloud Engine 16800 Switch,CE16804 | CE16808,"Huawei Technologies Co. Ltd,China"
3133,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Cloud Engine 6800 Switch,CE6863-48S6CQ | CE6881-48S6CQ,"Huawei Technologies Co. Ltd,China"
3134,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,DCU Base Station Sub-Unit,DCU3911,"Huawei Technologies Co. Ltd,China"
3135,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Mobile Wi-Fi,E5251s-2,"Huawei Technologies Co. Ltd,China"
3136,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Mobile Wi-Fi,E5730s-2,"Huawei Technologies Co. Ltd,China"
3137,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Mobile Wi-Fi,E5770s-320,"Huawei Technologies Co. Ltd,China"
3138,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Mobile Wi-Fi,E5776s-420,"Huawei Technologies Co. Ltd,China"
3139,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,GSM Desktop Phone,F316,"Huawei Technologies Co. Ltd,China"
3140,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,High Frequency Action Antenna Unit,HAAU5213,"Huawei Technologies Co. Ltd,China"
3141,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,IP Multimedia Subsystem,IMS,"Huawei Technologies Co. Ltd,China"
3142,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei TDD-LTE Indoor CPE,LTE TDD B5142,"Huawei Technologies Co. Ltd,China"
3143,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,5G Outdoor CPE,N5368,"Huawei Technologies Co. Ltd,China"
3144,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Router,NE9000-20 | NE9000-8,"Huawei Technologies Co. Ltd,China"
3145,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Radio Transport System,OptiX RTN 380A | OptiX RTN 380AX,"Huawei Technologies Co. Ltd,China"
3146,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Pico Remote Radio Unit (pRRU),pRRU 5923,"Huawei Technologies Co. Ltd,China"
3147,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,RRU HUB (RHUB),RHUB 5921,"Huawei Technologies Co. Ltd,China"
3148,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Remote Radio Units(RRU),RRU5502 |RRU 5904 | RRU 3268 |RRU 5309 | RRU5901 | RRU5301 |RRU3281| RRU5905 |RRU5909,"Huawei Technologies Co. Ltd,China"
3149,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Radio Transport System - Indoor Unit(IDU),RTN 910A,"Huawei Technologies Co. Ltd,China"
3150,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Limited,Huawei Radio Transport System - Indoor Unit(IDU),RTN 980L,"Huawei Technologies Co. Ltd,China"
3151,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Evolved Packet Core Equipment,USN9810,"Huawei Technologies Co. Ltd,China"
3152,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Mobile WiFi,E355,"Huawei Technologies Co., Ltd, China"
3153,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nigeria Ltd,Huawei Media Pad Lite(Mediapad X1),S7-931U,"Huawei Technologies Co., Ltd, China"
3154,Huawei Technologies Company Nigeria Ltd,Huawei Technologies Company Nig. Ltd.,Huawei 4G Router,B612s-25d,"Huawei Technologies Co., Ltd"
3155,HUAWEI TECHNOLOIES COMPANY NIGERIA LIMITED,HUAWEI TECHNOLOIES COMPANY NIGERIA LIMITED,HUAWEI WATCH GT 2,LTN-B19 (LATONA-B19),HUAWEI TECHNOLOGIES CO. LIMITED
3156,"HUIZHOU DESAY SV AUTOMOTIVE CO., LTD.","HUIZHOU DESAY SV AUTOMOTIVE CO., LTD.",CHG-WIRELESS,CAR WIRELESS CHARGER,"HUIZHOU DESAY SV AUTOMOTIVE CO., LTD."
3157,Hyde and Associates,International Bank for Reconstruction and Development (The World Bank),Low Noise block (LNB),8000R Series (8520R),Norsat International Inc.
3158,Hyperia Limited,Hyperia Limited,Satellite Routers,HN9260 & HN9460,Hyperia Limited
3159,Hyperia Limited,Hyperia Limited,Navini Networks Ripwave Wimax Modem,LMX/PCM,"Navini Networks, USA"
3160,HYVE SOLUTIONS,HYVE SOLUTIONS,DATA PROCESSING EQUIPMENT,CF-EDGE-COMPUTE,HYVE SOLUTIONS
3161,I?MATE,I?MATE,I?MATE,SMART POCKET PC,I?MATE
3162,IB Ingenieurburo Lenhardt,Continental Automotive GmbH,Radio Frequency Transmitter,PAG-RKE-434-190401,Continental Automotive GmbH
3163,IB Ingenieurburo Lenhardt,Continental Automotive GmbH,Tyre Pressure Monitoring Receiver,TIS-19,Continental Automotive GmbH
3164,IB Ingenieurburo Lenhardt,Continental Automotive GmbH,FCA WL/WS PASE System MY 2021,WXMXSKIN,Continental Automotive GmbH
3165,IB Ingenieurburo Lenhardt,Huf Baolong Electronics Bretten GmbH,'Tire Pressure Monitoring System ''TPMS ECU G6',TSSSG4G6b,Huf Baolong Electronics Bretten GmbH
3166,IB Ingenieurburo Lenhardt,Huf Hulsbeck & Furst GmbH & Co. KG,VW T6PA Rx and Tx- Unit,HUF71254,Huf Hulsbeck & Furst GmbH & Co. KG
3167,IB Ingenieurburo Lenhardt,ADC Automotive Distance Control Systems GmbH,Vehicle Radar Sensor,ARS4-C,SCHRADER ELECTRONICS LTD.
3168,IB Ingenieurburo Lenhardt,Continental Automotive GmbH,Wireless Mobile Interface,"D-WM12020A, D-WM12020B",SCHRADER ELECTRONICS LTD.
3169,IB Ingenieurburo Lenhardt,Valeo Comfort and Driving Assistance,Foldable Key Transmitter,RFK1A,Valeo Comfort and Driving Assistance
3170,IB Ingenieurburo Lenhardt,Veoneer US Inc.,Vehicle BSM Radar Sensor,77V12BSM,Veoneer US Inc.
3171,IB Ingenieurburo Lenhardt,Veoneer US Inc.,Vehicle CRN Radar Sensor,77V12CRN,Veoneer US Inc.
3172,IB Ingenieurburo Lenhardt,Veoneer US Inc.,Vehicle FLR Radar Sensor,77V12FLR,Veoneer US Inc.
3173,IB-Lendardt AG,Huf Baolong Electronics Bretten GmbH,TPMS ECU E5.5 433 MHz,TSSSG4G5b,Huf Baolong Electronics Bretten GmbH
3174,IB-Lenhardt,Continental Automotive GmbH,Remote key fob (RKE Device ),WXFOB1,Continental Automotive GmbH
3175,IB-Lenhardt,Silicon Laboratories International Pte. Ltd.,Wireless Communication Module,RS9113DB,Silicon Laboratories International Pte. Ltd.
3176,IB-Lenhardt,"Veoneer US, Inc.",Automotive Radar Sensor,77V13CRN,"Veoneer US, Inc."
3177,IB-LENHARDT AG,ACTIA I ME GMBH,SMART VEHICLE INTERFACE,CORE XS 6H,ACTIA I ME GMBH
3178,IB-LENHARDT AG,ACTIA I ME GMBH,802.11A/B/G/N WIRELESS LAN USB MODULE,IME WUBR-508N,ACTIA I ME GMBH
3179,IB-LENHARDT AG,CONTINENTAL AUTOMOTIVE GMBH,E3 PLATFORM E3HCP422,E3HCP422,CONTINENTAL AUTOMOTIVE GMBH
3180,IB-LENHARDT AG,CONTINENTAL AUTOMOTIVE GMBH,FCA WL/WS PASE SYSTEM MY 2021,WXRFHM1,CONTINENTAL AUTOMOTIVE GMBH
3181,IB-LENHARDT AG,HELLA GMBH & CO. KGAA,ADVANCED DRIVER ASSISTANCE SYSTEM,RS5.3,HELLA GMBH & CO. KGAA
3182,IB-LENHARDT AG,HELLA GMBH & CO. KGAA,ADVANCED DRIVER ASSISTANCE SYSTEM,RS5.3A,HELLA GMBH & CO. KGAA
3183,IB-LENHARDT AG,HELLA GMBH & CO. KGAA,RADAR SENSOR,RS5.5,HELLA GMBH & CO. KGAA
3184,IB-LENHARDT AG,"HETRONIC MALTA, A DIVISION OF METHODE ELECTRONICS MALTA LTD.",RADIO REMOTE CONTROL TRANSMITTER,NOVA-XL,"HETRONIC MALTA, A DIVISION OF METHODE ELECTRONICS MALTA LTD."
3185,IB-LENHARDT AG,HIRSCHMANN CAR COMMUNICATION,MULTISERVICE ANTENNA,MS03DG23,HIRSCHMANN CAR COMMUNICATION
3186,IB-LENHARDT AG,HUF HUELSBECK & FUERST GMBH & CO. KG,W206 NFC-READER,HUF13145,HUF Hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½LS
3187,IB-LENHARDT AG,INDUSTRIAL SCIENTIFIC CORPORATION,WIRELESS GATEWAY,RGX,INDUSTRIAL SCIENTIFIC CORPORATION
3188,IB-Lenhardt AG,Industrial Scientific Corporation,Portable Gasdetector,Ventis Pro 5,Industrial Scientific Corporation
3189,IB-LENHARDT AG,ROBERT BOSCH GMBH,RADAR SENSOR,F5CP12,ROBERT BOSCH GMBH
3190,IB-LENHARDT AG,ROBERT BOSCH GMBH,RADAR SENSOR,FR5CUEC,ROBERT BOSCH GMBH
3191,IB-LENHARDT AG,HUF HUELSBECK & FUERST GMBH & CO. KG,FLIP KEY 9BXX,HUF2700,SCHRADER ELECTRONICS LTD.
3192,IB-LENHARDT AG,SCHRADER ELECTRONICS LTD.,TYRE PRESSURE MONITORING RECEIVER,MC34MA4,SCHRADER ELECTRONICS LTD.
3193,IB-LENHARDT AG,"VEONEER US, INC.",77 GHZ CRN RADAR SENSOR,77V125CRN,"VEONEER US, INC."
3194,IB-LENHARDT AG,"VEONEER US, INC.",24 GHZ SRS RADAR SENSOR,NB24G175V3,"VEONEER US, INC."
3195,IB-Lenhardt AG,Schrader Electronics Ltd.,Tyre Pressure Monitoring Sensor,BBFPL4,Schrader Electronics Ltd.
3196,IB-Lenhardt AG,Huf Baolong Electronics Bretten GmbH,TPMS ECU E6.1 433 MHz,TMSE6A4,Huf Baolong Electronics Bretten GmbH
3197,IB-Lenhardt AG,Hella GmbH & Co. KGaA,Advanced Driver Assistance System,RS6,HELLA GmbH & Co. KGaA
3198,IB-Lenhardt AG,Industrial Scientific Corporation,Wireless Gateway,RGX-4G,Industrial Scientific Corporation
3199,IB-Lenhardt AG,Schrader Electronics Ltd.,TPMS sensor 433 MHz,BG6FD4,Schrader Electronics Ltd.
3200,IB-Lenhardt AG,Aptiv Services Deutschland GmbH,Short Range Radar,6TR,Aptiv Services Deutschland GmbH
3201,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System Belt Pack Small,BL-BPK-1004-24,Riedel Communications GmbH & Co. KG
3202,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System/ Belt Pack,BL-BPK-1006-24,Riedel Communications GmbH & Co. KG
3203,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System,BL-ANT-1008-24B,Riedel Communications GmbH & Co. KG
3204,IB-Lenhardt AG,Aptiv Services Deutschland GmbH,Short Range Radar,6TR,Aptiv Services Deutschland GmbH
3205,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System Belt Pack Small,BL-BPK-1004-24,Riedel Communications GmbH & Co. KG
3206,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System/ Belt Pack,BL-BPK-1006-24,Riedel Communications GmbH & Co. KG
3207,IB-Lenhardt AG,Riedel Communications GmbH & Co. KG,Bolero 2G4 Wireless Intercom System,BL-ANT-1008-24B,Riedel Communications GmbH & Co. KG
3208,IB-Lenhardt AG,Molex Technologies GmbH,Wireless Charger,WCH-304,Molex Technologies GmbH
3209,IB-Lenhardt AG,Bury Sp. z.o.o,Wireless Charger with NFC,SCB,Bury Sp. z.o.o
3210,IB-LENHERDT K.K,FURUKAWA AUTOMOTIVE SYSTEMS INC.,24 GHZ SHORT RANGE MULTI MODE RADAR,24GMMR20,FURUKAWA AUTOMOTIVE SYSTEMS INC.
3211,ICA JAPAN,DENSO TEN LIMITED,CAR AUDIO,TN0002A,DENSO TEN LIMITED
3212,"ICA Japan Co., Ltd",DENSO TEN Limited,Car Audio,TN0035A,DENSO TEN Limited
3213,"ICA JAPAN CO., LTD",DENSO TEN LIMITED,CAR AUDIO,FT0117C,DENSO TEN LIMITED
3214,"ICA Japan Co., Ltd.",DENSO TEN Limited,Car Audio,TN0035B,DENSO TEN Limited
3215,"ICA Japan Co., Ltd.",DENSO TEN Limited,Car Audio TN0040A,TN0040A,DENSO TEN Limited
3216,"ICA Japan Co., Ltd.",DENSO TEN Limited,Car Audio TN0040B,TN0040B,DENSO TEN Limited
3217,"ICA Japan Co., Ltd.",DENSO TEN Limited,Car Audio,FT0106G,DENSO TEN Limited
3218,ICT Legal Consults,AssestLink Global LLC,AssetPack-3(AP3) Tracking Device,AP3 HUB,AssestLink Global LLC
3219,ICT Legal Consults,Dell Inc.,Dell Portable Computer,P98G P80F,Dell Inc.
3220,ICT Legal Consults,Dell Inc.,Portable Computer,P98G(Latitude 5400),Dell Inc.
3221,ICT Legal Consults,Intel Corporation SAS,Intelï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,9260D2WL,Intel Corporation Sas
